"[0, 5.41242e-06, 0, -0.000330558, 0, 0.0679551, 0, -0.124616, 1.34587]"
"[0, 6.82885e-06, 0, -0.000584945, -0.0012, 0.0681613, 0, -0.138623, 1.0024]"
"[0, 1.68146e-06, 0, -0.00140359, -0.0024, 0.0674559, 0, -0.141892, 0.614047]"
"[0, -1.17338e-05, 0, -0.00213443, -0.0036, 0.0638189, 0, -0.145567, 0.839454]"
"[0, -2.6963e-05, 0, -0.00280753, -0.0048, 0.059761, 0, -0.143745, 0.431057]"
"[0, -3.44725e-05, 0, -0.00357483, -0.006, 0.0579119, 0, -0.194161, 0.483276]"
"[0, -3.0432e-05, 0, -0.00456737, -0.0072, 0.0590361, 0, -0.152737, 0.33822]"
"[0, -1.87772e-05, 0, -0.00554366, -0.0084, 0.061788, 0, -0.155538, 0.475439]"
"[0, -7.35698e-07, 0, -0.00686408, -0.0096, 0.0669608, 0, -0.17622, 0.572378]"
"[0, 2.29597e-05, 0, -0.0082652, -0.0108, 0.0731868, 0, -0.147423, 0.752763]"
"[0, 3.78016e-05, 0, -0.00922418, -0.012, 0.0775504, 0, -0.122743, 0.503725]"
"[0, 4.75062e-05, 0, -0.00997171, -0.0132, 0.0804057, 0, -0.144797, 0.725845]"
"[0, 6.05254e-05, 0, -0.0107961, -0.0144, 0.0835221, 0, -0.155647, 0.517528]"
"[0, 7.9001e-05, 0, -0.0118191, -0.0156, 0.0884093, 0, -0.161193, 1.18978]"
"[0, 0.000109462, 0, -0.013369, -0.0168, 0.0974887, 0, -0.133532, 0.902044]"
"[0, 0.000140329, 0, -0.0148521, -0.018, 0.107135, 0, -0.0981536, 0.898089]"
"[0, 0.000167688, 0, -0.0160127, -0.0192, 0.113848, 0, -0.0899362, 1.66254]"
"[0, 0.000175562, 0, -0.0161841, -0.0204, 0.117027, 0, -0.0673305, 3.54587]"
"[0, 0.000178189, 0, -0.016328, -0.0216, 0.118124, 0, -0.0904815, 4.29067]"
"[0, 0.000182999, 0, -0.0164859, -0.0228, 0.118975, 0, -0.0918922, 5.40435]"
"[0, 0.000184363, 0, -0.0166651, -0.024, 0.119804, 0, -0.0856283, 6.62628]"
"[0, 0.000186782, 0, -0.0167839, -0.0252, 0.120623, 0, -0.0982576, 7.40268]"
"[0, 0.000191014, 0, -0.016922, -0.0264, 0.12118, 0, -0.0947195, 8.51585]"
"[0, 0.000193236, 0, -0.0170579, -0.0276, 0.121828, 0, -0.0734373, 9.54755]"
"[0, 0.000196049, 0, -0.0171757, -0.0288, 0.122286, 0, -0.0570088, 10.2798]"
"[0, 0.000197867, 0, -0.0172805, -0.03, 0.122774, 0, -0.0433403, 11.3212]"
"[1, 0.00019873, 0, -0.0173852, -0.0312, 0.123123, 0, -0.0390163, 12.4515]"
"[1, 0.00020023, 4e-05, -0.017476, -0.03072, 0.123498, 0, -0.0290801, 13.2088]"
"[1, 0.000203723, 0.00014, -0.0175291, -0.02952, 0.123902, 0, -0.0327634, 13.9345]"
"[1, 0.000204507, 0.00024, -0.0175432, -0.02832, 0.124021, 0, -0.0419165, 13.9217]"
"[1, 0.000204595, 0.00034, -0.0175384, -0.02712, 0.124081, 0, -0.0450919, 13.6196]"
"[1, 0.000204963, 0.00044, -0.0175139, -0.02592, 0.124093, 0, -0.0548837, 13.2054]"
"[1, 0.000202536, 0.00054, -0.0174861, -0.02472, 0.124133, 0, -0.0863178, 12.3331]"
"[1, 0.000203782, 0.00064, -0.0174521, -0.02352, 0.124264, 0, -0.107594, 11.4113]"
"[1, 0.00020582, 0.00074, -0.0174093, -0.02232, 0.124379, 0, -0.148857, 10.4752]"
"[1, 0.000202192, 0.00084, -0.0173613, -0.02112, 0.124377, 0, -0.177418, 9.60929]"
"[1, 0.00020243, 0.00094, -0.0172932, -0.01992, 0.124521, 0, -0.260816, 8.6944]"
"[1, 0.000201748, 0.00104, -0.017226, -0.01872, 0.124494, 0, -0.271041, 7.72341]"
"[1, 0.000202172, 0.00114, -0.0171359, -0.01752, 0.12464, 0, -0.33779, 6.9317]"
"[1, 0.000203283, 0.00124, -0.017045, -0.01632, 0.124742, 0, -0.351539, 6.0846]"
"[1, 0.000204318, 0.00134, -0.0169351, -0.01512, 0.124804, 0, -0.381651, 5.06767]"
"[1, 0.00021092, 0.00144, -0.0168294, -0.01392, 0.124964, 0, -0.385761, 4.13429]"
"[1, 0.000216465, 0.00154, -0.0167162, -0.01272, 0.125019, 0, -0.303362, 3.04954]"
"[1, 0.000221964, 0.00164, -0.0165982, -0.01152, 0.125068, 0, -0.41083, 1.88703]"
"[1, 0.000226061, 0.00174, -0.0164706, -0.01032, 0.1247, 0, -0.438343, 0.976153]"
"[1, 0.000232683, 0.00184, -0.016275, -0.00936, 0.124234, 0, -0.513077, 0.112846]"
"[1, 0.000258636, 0.00194, -0.0160171, -0.00936, 0.124263, 0, -0.459248, -0.697814]"
"[1, 0.000375172, 0.00204, -0.0156389, -0.00936, 0.126599, 0, -0.439795, -0.907152]"
"[1, 0.000440943, 0.00214, -0.0152223, -0.00936, 0.126649, 0, -0.500174, -0.981758]"
"[1, 0.000525704, 0.00224, -0.0150019, -0.00936, 0.127741, 0, -0.506043, -1.05126]"
"[1, 0.000595124, 0.00234, -0.0148975, -0.00936, 0.12881, 0, -0.551765, -0.898115]"
"[1, 0.000648522, 0.00244, -0.0148243, -0.00936, 0.129471, 0, -0.574159, -0.822369]"
"[1, 0.000716582, 0.00254, -0.0147404, -0.00936, 0.130723, 0, -0.518821, -1.20517]"
"[1, 0.000779752, 0.00264, -0.0147015, -0.00936, 0.131932, 0, -0.652139, -0.968177]"
"[1, 0.00084301, 0.00274, -0.0147012, -0.00936, 0.133228, 0, -0.5399, -0.919563]"
"[1, 0.000909084, 0.00284, -0.0146895, -0.00936, 0.13415, 0, -0.705122, -0.938009]"
"[1, 0.00100716, 0.00294, -0.0146834, -0.00936, 0.135336, 0, -0.644064, -0.917242]"
"[1, 0.00110385, 0.00304, -0.0146887, -0.00936, 0.136418, 0, -0.608964, -1.00378]"
"[1, 0.00118722, 0.00314, -0.0146836, -0.00936, 0.138134, 0, -0.589846, -0.967744]"
"[1, 0.00124875, 0.00324, -0.0146796, -0.00936, 0.139041, 0, -0.579244, -0.852455]"
"[1, 0.00129574, 0.00334, -0.014676, -0.00936, 0.139759, 0, -0.672121, -0.896894]"
"[1, 0.00138801, 0.00344, -0.0146718, -0.00936, 0.140493, 0, -0.694979, -0.882339]"
"[1, 0.00149913, 0.00353999, -0.0146687, -0.00936, 0.141162, 0, -0.754905, -0.9085]"
"[1, 0.00162012, 0.00363999, -0.0146646, -0.00936, 0.141934, 0, -0.737813, -0.910518]"
"[1, 0.0017358, 0.00373999, -0.0146642, -0.00936, 0.14228, 0, -0.843301, -0.851478]"
"[1, 0.00187622, 0.00383999, -0.0146649, -0.00936, 0.142529, 0, -0.700992, -0.881104]"
"[1, 0.00199693, 0.00393999, -0.014661, -0.00936, 0.142766, 0, -0.759814, -0.879176]"
"[1, 0.00207587, 0.00403999, -0.0146614, -0.00936, 0.142781, 0, -0.815004, -0.889219]"
"[1, 0.00214294, 0.00414, -0.0146579, -0.00936, 0.142939, 0, -0.739099, -0.884081]"
"[2, 0.00218662, 0.00422, -0.0146551, -0.00936, 0.143176, 0, -0.695216, -0.881146]"
"[2, 0.00223426, 0.00422, -0.0146534, -0.00936, 0.143659, 1, -0.792621, -0.865796]"
"[2, 0.00225827, 0.00422, -0.0146546, -0.00936, 0.144064, 2, -0.737894, -0.900901]"
"[2, 0.00230793, 0.00422, -0.0146537, -0.00936, 0.146415, 3, -0.816319, -0.875063]"
"[2, 0.00252892, 0.00422, -0.0146505, -0.00936, 0.168424, 4, -0.58137, -0.86834]"
"[2, 0.00278668, 0.00422, -0.0146422, -0.00936, 0.210251, 5, -0.562904, -0.854832]"
"[2, 0.0031116, 0.00422, -0.0146373, -0.00936, 0.262493, 6, -0.584632, -0.916159]"
"[2, 0.00347593, 0.00422, -0.0146318, -0.00936, 0.345388, 7, -0.441676, -0.874486]"
"[2, 0.00391187, 0.00422, -0.0146257, -0.00936, 0.465305, 8, -0.0644513, -0.915448]"
"[2, 0.00427904, 0.00422, -0.0146138, -0.00936, 0.631398, 9, 0.00461361, -0.864432]"
"[2, 0.00460143, 0.00422, -0.0146103, -0.00936, 0.807873, 10, 0.0882672, -0.864387]"
"[2, 0.00496654, 0.00422, -0.014602, -0.00936, 1.07397, 11, 0.28425, -0.829201]"
"[2, 0.00531905, 0.00422, -0.0145931, -0.00936, 1.3843, 12, 0.50945, -0.84383]"
"[2, 0.00577378, 0.00422, -0.0145761, -0.00936, 1.78652, 13, 0.545811, -0.73944]"
"[2, 0.00621916, 0.00422, -0.0145576, -0.00936, 2.29052, 14, 0.772744, -0.853602]"
"[2, 0.00662578, 0.00422, -0.0145107, -0.00936, 2.85391, 15, 0.871525, -1.17506]"
"[2, 0.0069237, 0.00422, -0.0144782, -0.00936, 3.46287, 16, 0.896734, -1.03447]"
"[2, 0.00707244, 0.00422, -0.0144649, -0.00936, 4.08412, 17, 1.12772, -1.11992]"
"[2, 0.00718011, 0.00422, -0.0144029, -0.00936, 4.7254, 18, 1.10176, -0.957251]"
"[0, 0.00752425, 0.0043, -0.0142954, -0.00968, 5.38003, 18.4, 1.3495, -0.800848]"
"[0, 0.00777664, 0.00449999, -0.014045, -0.01048, 6.04412, 17.9, 1.3855, -0.594997]"
"[0, 0.0080608, 0.00469999, -0.0136159, -0.01128, 6.67361, 17.4, 1.67186, -0.491822]"
"[0, 0.00792687, 0.00489999, -0.0133687, -0.01208, 7.20826, 16.9, 1.59254, -0.247744]"
"[0, 0.00767595, 0.00509999, -0.0132697, -0.01288, 7.62651, 16.4, 1.76803, -0.0794496]"
"[0, 0.00763706, 0.00529999, -0.0132982, -0.01368, 7.92802, 15.9, 1.65022, -0.158814]"
"[0, 0.0078248, 0.00549999, -0.0135205, -0.01448, 8.12803, 15.4, 1.73163, 0.348308]"
"[0, 0.00791525, 0.00569999, -0.0138176, -0.01528, 8.18692, 14.9, 1.79407, 0.357973]"
"[0, 0.00793803, 0.00589999, -0.0140827, -0.01608, 8.19423, 14.4, 1.68097, 0.539016]"
"[0, 0.00795065, 0.00609999, -0.0144853, -0.01688, 8.19534, 13.9, 1.64989, 0.657258]"
