observation
"[0, -5.33592e-05, 0, -0.000433954, 0, 0.0114593, 0, -0.215917, 0.353991]"
"[0, -5.19515e-05, 0, -0.000533298, -0.00016, 0.0115401, 0, -0.167911, 0.344513]"
"[0, -5.28514e-05, 0, -0.000649191, -0.00032, 0.011607, 0, -0.17309, 0.361902]"
"[0, -5.58724e-05, 0, -0.000760223, -0.00048, 0.0116063, 0, -0.165849, 0.315948]"
"[0, -5.60285e-05, 0, -0.000893285, -0.00064, 0.0116658, 0, -0.17587, 0.232588]"
"[0, -5.73686e-05, 0, -0.00102049, -0.0008, 0.0115664, 0, -0.172491, -0.0256691]"
"[0, -5.4625e-05, 0, -0.00114702, -0.00096, 0.0116429, 0, -0.169373, 0.198638]"
"[0, -5.68605e-05, 0, -0.00127306, -0.00112, 0.0115732, 0, -0.176078, 0.0942139]"
"[0, -5.80927e-05, 0, -0.00140939, -0.00128, 0.0114965, 0, -0.189995, 0.171657]"
"[0, -5.80414e-05, 0, -0.00154897, -0.00144, 0.0115696, 0, -0.171792, -0.100923]"
"[0, -6.02192e-05, 0, -0.00168323, -0.0016, 0.0116173, 0, -0.174969, 0.042436]"
"[0, -5.92091e-05, 0, -0.00182635, -0.00176, 0.0115656, 0, -0.168978, -0.0928912]"
"[0, -5.70414e-05, 0, -0.001961, -0.00192, 0.0117033, 0, -0.178842, -0.191215]"
"[0, -6.19544e-05, 0, -0.00209492, -0.00208, 0.0117347, 0, -0.168612, 0.128262]"
"[0, -5.93997e-05, 0, -0.00221854, -0.00224, 0.0117082, 0, -0.17741, -0.734109]"
"[0, -6.09454e-05, 0, -0.00233603, -0.0024, 0.0117308, 0, -0.178507, -0.294767]"
"[0, -5.80606e-05, 0, -0.00244946, -0.00256, 0.0118234, 0, -0.164833, -0.457531]"
"[0, -6.04161e-05, 0, -0.00255072, -0.00272, 0.0118578, 0, -0.164408, -0.428558]"
"[0, -6.00895e-05, 0, -0.00266022, -0.00288, 0.0118768, 0, -0.163228, -0.319738]"
"[0, -6.14082e-05, 0, -0.00276736, -0.00304, 0.0120072, 0, -0.167908, -0.392777]"
"[0, -5.89042e-05, 0, -0.00287863, -0.0032, 0.012238, 0, -0.165804, -0.459563]"
"[0, -5.94952e-05, 0, -0.00299579, -0.00336, 0.0124628, 0, -0.165752, -0.504727]"
"[0, -5.77535e-05, 0, -0.0031215, -0.00352, 0.0127142, 0, -0.165111, -0.471134]"
"[0, -5.75653e-05, 0, -0.00325188, -0.00368, 0.0130229, 0, -0.167519, -0.551721]"
"[0, -5.86081e-05, 0, -0.00338947, -0.00384, 0.0135065, 0, -0.159845, -0.557831]"
"[0, -5.5899e-05, 0, -0.00353345, -0.004, 0.0140502, 0, -0.162811, -0.44729]"
"[0, -5.21853e-05, 0, -0.00369421, -0.00416, 0.0145881, 0, -0.167504, -0.497358]"
"[0, -5.05455e-05, 0, -0.00386543, -0.00432, 0.0152831, 0, -0.162049, -0.488583]"
"[0, -4.70925e-05, 0, -0.00405062, -0.00448, 0.0159915, 0, -0.147554, -0.57124]"
"[0, -4.54802e-05, 0, -0.00426033, -0.00464, 0.0169364, 0, -0.149116, -0.768971]"
"[0, -4.23167e-05, 0, -0.0044857, -0.0048, 0.0177693, 0, -0.158374, -0.28949]"
"[0, -3.87461e-05, 0, -0.0047203, -0.00496, 0.0187904, 0, -0.185854, -0.329637]"
"[0, -3.45511e-05, 0, -0.00494407, -0.00512, 0.0197535, 0, -0.113625, -0.370977]"
"[0, -3.6457e-05, 0, -0.00515332, -0.00528, 0.0207342, 0, -0.140555, -0.371451]"
"[0, -3.33711e-05, 0, -0.00535695, -0.00544, 0.0216417, 0, -0.168968, -0.290203]"
"[0, -2.76337e-05, 0, -0.00555195, -0.0056, 0.0226154, 0, -0.146824, -0.250969]"
"[0, -2.56763e-05, 0, -0.00573181, -0.00576, 0.0234123, 0, -0.143759, 0.203242]"
"[0, -2.07258e-05, 0, -0.00588114, -0.00592, 0.024124, 0, -0.137542, -0.0263272]"
"[0, -2.07911e-05, 0, -0.00609868, -0.00608, 0.0249931, 0, -0.149341, -0.434693]"
"[0, -1.86937e-05, 0, -0.00624799, -0.00624, 0.025725, 0, -0.147037, -0.383353]"
"[0, -1.72227e-05, 0, -0.00638885, -0.0064, 0.0263277, 0, -0.13123, -0.0651934]"
"[0, -1.40259e-05, 0, -0.00653561, -0.00656, 0.0270094, 0, -0.148761, -0.218513]"
"[0, -1.39513e-05, 0, -0.00667444, -0.00672, 0.0276561, 0, -0.14122, -0.307701]"
"[0, -1.12018e-05, 0, -0.00680709, -0.00688, 0.0282052, 0, -0.157078, -0.130534]"
"[0, -8.375e-06, 0, -0.00693377, -0.00704, 0.0288087, 0, -0.140114, -0.163667]"
"[0, -8.63383e-06, 0, -0.0070514, -0.0072, 0.0293084, 0, -0.159234, 0.0780275]"
"[0, -6.4617e-06, 0, -0.00717334, -0.00736, 0.0298312, 0, -0.137751, -0.114506]"
"[0, -5.41581e-06, 0, -0.00729389, -0.00752, 0.0303516, 0, -0.15292, -0.33031]"
"[0, -2.61888e-06, 0, -0.00740276, -0.00768, 0.0308738, 0, -0.144143, -0.23545]"
"[0, -2.55902e-06, 0, -0.00750259, -0.00784, 0.0312764, 0, -0.138989, -0.0781848]"
"[0, -4.24545e-06, 0, -0.00759713, -0.008, 0.0316581, 0, -0.138941, -0.407477]"
"[0, 1.6802e-06, 0, -0.00768253, -0.00816, 0.0320487, 0, -0.142842, -0.1926]"
"[0, 1.68663e-07, 0, -0.00776313, -0.00832, 0.0324176, 0, -0.133923, -0.21745]"
"[0, 4.07492e-06, 0, -0.0078403, -0.00848, 0.0327176, 0, -0.11688, 0.00637698]"
"[0, 4.89629e-06, 0, -0.00792552, -0.00864, 0.0331856, 0, -0.170659, -0.0331238]"
"[0, 3.08501e-06, 0, -0.00802214, -0.0088, 0.0335077, 0, -0.144212, -0.177894]"
"[0, 3.59142e-06, 0, -0.00811812, -0.00896, 0.0339371, 0, -0.145165, -0.196153]"
"[0, 5.21592e-06, 0, -0.00822145, -0.00912, 0.0343694, 0, -0.15148, 0.117536]"
"[0, 7.20257e-06, 0, -0.00834365, -0.00928, 0.0348789, 0, -0.142416, 0.0322039]"
"[0, 8.75077e-06, 0, -0.0084741, -0.00944, 0.0354885, 0, -0.149829, -0.123344]"
"[0, 7.96884e-06, 0, -0.00861955, -0.0096, 0.0361155, 0, -0.144723, -0.0182932]"
"[0, 1.02966e-05, 0, -0.00876109, -0.00976, 0.0368153, 0, -0.139146, -0.0308671]"
"[0, 1.34018e-05, 0, -0.00889329, -0.00992, 0.0375011, 0, -0.154618, 0.110562]"
"[0, 1.63448e-05, 0, -0.00901947, -0.01008, 0.0381964, 0, -0.141116, 0.0986101]"
"[0, 1.66022e-05, 0, -0.00914812, -0.01024, 0.0387131, 0, -0.134428, 0.0754856]"
"[0, 1.9833e-05, 0, -0.00926035, -0.0104, 0.0392599, 0, -0.129837, 0.0890389]"
