observation
"[0, 5.5052e-06, 0, -0.000820147, 0, 1.33406, 0, -0.0388975, 1.27268]"
"[0, 6.91683e-06, 0, -0.00083274, -0.00024, 1.33393, 0, -0.0287217, 1.15652]"
"[0, 3.73104e-06, 0, -0.000856631, -0.00048, 1.33383, 0, -0.0278678, 1.139]"
"[0, 7.40882e-06, 0, -0.000907872, -0.00072, 1.33368, 0, -0.00384826, 1.2596]"
"[0, 9.00151e-06, 0, -0.000988207, -0.00096, 1.33332, 0, 0.0251776, 0.6357]"
"[0, 1.06012e-05, 0, -0.00108942, -0.0012, 1.33294, 0, 0.0431631, 0.637736]"
"[0, 1.69487e-05, 0, -0.00122364, -0.00144, 1.33176, 0, 0.0955894, 0.519698]"
"[0, 1.20798e-05, 0, -0.00137598, -0.00168, 1.32632, 0, 0.1269, 0.250871]"
"[0, 1.91168e-05, 0, -0.00153845, -0.00192, 1.32366, 0, 0.0655241, 0.167198]"
"[0, 1.90476e-05, 0, -0.00170081, -0.00216, 1.32067, 0, 0.104507, 0.156682]"
"[0, 2.35375e-05, 0, -0.00186434, -0.0024, 1.31791, 0, 0.0951501, 0.0192367]"
"[0, 2.69501e-05, 0, -0.00201978, -0.00264, 1.315, 0, 0.101231, 0.32891]"
"[0, 3.73089e-05, 0, -0.00219474, -0.00288, 1.31213, 0, 0.11375, 0.343759]"
"[0, 3.81012e-05, 0, -0.00234322, -0.00312, 1.30904, 0, 0.107729, 0.102895]"
"[0, 4.11514e-05, 0, -0.00249711, -0.00336, 1.30555, 0, 0.118755, 0.0501693]"
"[0, 4.59642e-05, 0, -0.0026345, -0.0036, 1.30266, 0, 0.122715, 0.162817]"
"[0, 5.17811e-05, 0, -0.0027939, -0.00384, 1.29965, 0, 0.114483, 0.225817]"
"[0, 5.49339e-05, 0, -0.00293466, -0.00408, 1.29584, 0, 0.133878, -0.147953]"
"[0, 5.87988e-05, 0, -0.00308112, -0.00432, 1.2926, 0, 0.138164, -0.161462]"
"[0, 6.40228e-05, 0, -0.00323495, -0.00456, 1.29142, 0, 0.148562, 0.126449]"
"[0, 6.66738e-05, 0, -0.00339648, -0.0048, 1.28849, 0, 0.253333, 0.201638]"
"[0, 7.32584e-05, 0, -0.00356364, -0.00504, 1.28679, 0, 0.121521, -0.154599]"
"[0, 7.50496e-05, 0, -0.00374066, -0.00528, 1.28503, 0, 0.106192, 0.0769543]"
"[0, 7.69417e-05, 0, -0.00392311, -0.00552, 1.28189, 0, 0.16333, 0.135615]"
"[0, 8.04621e-05, 0, -0.0041068, -0.00576, 1.2801, 0, 0.14827, 0.0364617]"
"[0, 8.35338e-05, 0, -0.0042829, -0.006, 1.27784, 0, 0.16849, 0.150528]"
