action
"[0, -0.00016, 0]"
"[0, -0.00096, 0]"
"[0, -0.00176, 0]"
"[0, -0.00256, 0]"
"[0, -0.00336, 0]"
"[0, -0.00416, 0]"
"[0, -0.00496, 0]"
"[0, -0.00576, 0]"
"[0, -0.00656, 0]"
"[0, -0.00736, 0]"
"[0, -0.00816, 0]"
"[0, -0.00896, 0]"
"[0, -0.00976, 0]"
"[0, -0.01056, 0]"
"[0, -0.01136, 0]"
"[0, -0.01216, 0]"
"[0, -0.01296, 0]"
"[0, -0.01376, 0]"
"[0, -0.01456, 0]"
"[0, -0.01536, 0]"
"[0, -0.01616, 0]"
"[0, -0.01696, 0]"
"[0, -0.01776, 0]"
"[0, -0.01856, 0]"
"[0, -0.01936, 0]"
"[0, -0.02016, 0]"
"[0, -0.02096, 0]"
"[0, -0.02176, 0]"
"[0, -0.02256, 0]"
"[0, -0.02336, 0]"
"[0, -0.02416, 0]"
"[3e-05, -0.02408, 0]"
"[0.00018, -0.02288, 0]"
"[0.00033, -0.02168, 0]"
"[0.00048, -0.02048, 0]"
"[0.00063, -0.01928, 0]"
"[0.00078, -0.01808, 0]"
"[0.00093, -0.01688, 0]"
"[0.00108, -0.01568, 0]"
"[0.00123, -0.01448, 0]"
"[0.00138, -0.01328, 0]"
"[0.00153, -0.01208, 0]"
"[0.00168, -0.01088, 0]"
"[0.00183, -0.00967998, 0]"
"[0.00198, -0.00847998, 0]"
"[0.00213, -0.00727998, 0]"
"[0.00228, -0.00607998, 0]"
"[0.00243, -0.00487998, 0]"
"[0.00258, -0.00463998, 0]"
"[0.00273, -0.00463998, 0]"
"[0.00288, -0.00463998, 0]"
"[0.00303, -0.00463998, 0]"
"[0.00318, -0.00463998, 0]"
"[0.00333, -0.00463998, 0]"
"[0.00348, -0.00463998, 0]"
"[0.00363, -0.00463998, 0]"
"[0.00378, -0.00463998, 0]"
"[0.00393, -0.00463998, 0]"
"[0.00408, -0.00463998, 0]"
"[0.00408, -0.00463998, 0.8]"
"[0.00408, -0.00463998, 1.8]"
"[0.00408, -0.00463998, 2.8]"
"[0.00408, -0.00463998, 3.8]"
"[0.00408, -0.00463998, 4.8]"
"[0.00408, -0.00463998, 5.8]"
"[0.00408, -0.00463998, 6.8]"
"[0.00408, -0.00463998, 7.8]"
"[0.00408, -0.00463998, 8.8]"
"[0.00408, -0.00463998, 9.8]"
"[0.00408, -0.00463998, 10.8]"
"[0.00408, -0.00463998, 11.8]"
"[0.00408, -0.00463998, 12.8]"
"[0.00408, -0.00463998, 13.8]"
"[0.00408, -0.00463998, 14.8]"
"[0.00408, -0.00463998, 15.8]"
"[0.00408, -0.00463998, 16.8]"
"[0.00408, -0.00463998, 17.8]"
"[0.00408, -0.00463998, 18.8]"
"[0.004155, -0.00503998, 18.3]"
"[0.00423, -0.00543998, 17.8]"
"[0.004305, -0.00583998, 17.3]"
"[0.00438, -0.00623998, 16.8]"
"[0.004455, -0.00663998, 16.3]"
"[0.00453, -0.00703998, 15.8]"
"[0.004605, -0.00743998, 15.3]"
"[0.00468, -0.00783998, 14.8]"
"[0.004755, -0.00823998, 14.3]"
"[0.00482999, -0.00863998, 13.8]"
"[0.00490499, -0.00903998, 13.3]"
"[0.00497999, -0.00943998, 12.8]"
"[0.00505499, -0.00983998, 12.3]"
"[0.00512999, -0.01024, 11.8]"
"[0.00520499, -0.01064, 11.3]"
"[0.00527999, -0.01104, 10.8]"
