"[0.000461482, 0.00424155, -0.040288, -0.0168365, 0.999797, -0.00261836, 0.0105131]"
"[0.000457452, 0.00479708, -0.0402874, -0.0175408, 0.999784, -0.00313471, 0.0105092]"
"[0.000453355, 0.00537776, -0.0402892, -0.0182415, 0.99977, -0.00361343, 0.0105023]"
"[0.000452051, 0.00585949, -0.0402855, -0.0187159, 0.99976, -0.00383097, 0.0105007]"
"[0.000453514, 0.00630703, -0.04028, -0.0191293, 0.999751, -0.00399214, 0.0105038]"
"[0.000454026, 0.00690657, -0.0402718, -0.0199016, 0.999734, -0.00456509, 0.0105043]"
"[0.000453331, 0.00753591, -0.040263, -0.0207376, 0.999714, -0.00519698, 0.0105044]"
"[0.000453189, 0.00809063, -0.0402574, -0.0214921, 0.999695, -0.0057826, 0.0105019]"
"[0.000455417, 0.00867717, -0.0402458, -0.0225034, 0.999667, -0.00660653, 0.0105078]"
"[0.000456279, 0.0092063, -0.0402366, -0.0234568, 0.99964, -0.00739472, 0.0105121]"
"[0.00045171, 0.00969851, -0.0402391, -0.0242889, 0.999616, -0.007969, 0.0105045]"
"[0.00044058, 0.0100722, -0.0402644, -0.0247105, 0.999604, -0.00821624, 0.010473]"
"[0.000403368, 0.0103917, -0.0403701, -0.0249752, 0.999598, -0.00826118, 0.0103685]"
"[0.000326897, 0.0106197, -0.0405851, -0.0251097, 0.999597, -0.00819773, 0.0101581]"
"[0.000211546, 0.0108071, -0.0409209, -0.0251746, 0.9996, -0.00805571, 0.00983715]"
"[8.80007e-05, 0.0109666, -0.0413172, -0.0252181, 0.999603, -0.00793592, 0.00948928]"
"[1.85606e-05, 0.011102, -0.0417321, -0.0252486, 0.999605, -0.00780922, 0.00926728]"
"[8.4844e-05, 0.0112168, -0.0424244, -0.0252609, 0.999605, -0.00770396, 0.00930513]"
"[0.000371167, 0.0112552, -0.0440371, -0.0252313, 0.999603, -0.00764474, 0.00973531]"
"[0.000775443, 0.0112125, -0.0459006, -0.0251691, 0.999597, -0.00762228, 0.0104565]"
"[0.000960455, 0.0111795, -0.0469188, -0.0251402, 0.999595, -0.00756748, 0.0107665]"
"[0.001099, 0.0111561, -0.0475247, -0.0251188, 0.999593, -0.00751396, 0.0110128]"
"[0.0013154, 0.0111078, -0.0486046, -0.0250841, 0.99959, -0.00745983, 0.0113987]"
"[0.00165647, 0.0110387, -0.049911, -0.0250279, 0.999584, -0.00742383, 0.0120756]"
"[0.00191109, 0.0109461, -0.0506267, -0.0249878, 0.999579, -0.00732456, 0.0126211]"
"[0.00202546, 0.0108969, -0.0510288, -0.0249699, 0.999577, -0.0072879, 0.0128419]"
"[0.00206254, 0.0108528, -0.0514252, -0.024958, 0.999577, -0.00723389, 0.0128907]"
"[0.00206609, 0.0106711, -0.051698, -0.0249432, 0.999577, -0.0072477, 0.012871]"
"[0.00205646, 0.0104174, -0.0520128, -0.0249084, 0.99958, -0.00715911, 0.0128185]"
"[0.00199774, 0.00984233, -0.0525315, -0.0248522, 0.999584, -0.00706457, 0.0126308]"
"[0.00200819, 0.00918038, -0.0532886, -0.0247551, 0.999588, -0.00693922, 0.0125559]"
"[0.0021074, 0.0087345, -0.0540678, -0.0248451, 0.999586, -0.00674713, 0.0126741]"
"[0.00223003, 0.00826554, -0.0546409, -0.0257833, 0.999561, -0.00639062, 0.0129156]"
"[0.00229648, 0.00756019, -0.0548723, -0.0274501, 0.999516, -0.00598981, 0.0131386]"
"[0.00230697, 0.00698086, -0.0549301, -0.0295074, 0.999459, -0.00549935, 0.0132912]"
"[0.00230608, 0.00634347, -0.0550025, -0.0310734, 0.999412, -0.00508774, 0.0134055]"
"[0.00231258, 0.00581826, -0.0550493, -0.0326773, 0.99936, -0.00484592, 0.013544]"
"[0.00230387, 0.00518324, -0.0551479, -0.0347341, 0.999291, -0.00440185, 0.0136993]"
"[0.0023056, 0.00458518, -0.0552125, -0.0365719, 0.999225, -0.00370698, 0.0138934]"
"[0.00232927, 0.00397373, -0.0552142, -0.0380976, 0.999166, -0.00340242, 0.0141172]"
"[0.00236075, 0.00367936, -0.0551915, -0.0388788, 0.999135, -0.00299666, 0.0142733]"
"[0.00240686, 0.00355781, -0.0551544, -0.0389863, 0.99913, -0.0027992, 0.0143523]"
"[0.00253648, 0.00347573, -0.0549751, -0.0389776, 0.999128, -0.0027327, 0.014559]"
"[0.00278127, 0.00327968, -0.0545111, -0.0389504, 0.999121, -0.00279825, 0.0150507]"
"[0.00327354, 0.00288716, -0.0533919, -0.0388658, 0.999106, -0.00308735, 0.0161761]"
"[0.00383031, 0.00200864, -0.0518429, -0.0386832, 0.999085, -0.00378066, 0.0176831]"
"[0.00420907, 0.0013719, -0.0500675, -0.0385205, 0.999061, -0.00426378, 0.0192302]"
"[0.00442872, 0.00100995, -0.0483354, -0.038397, 0.999037, -0.00450507, 0.0206277]"
"[0.00460704, 0.000654722, -0.047513, -0.0383085, 0.999023, -0.00478982, 0.0213761]"
"[0.00469107, 7.94735e-05, -0.047227, -0.0382259, 0.999018, -0.00530222, 0.0216674]"
"[0.00470359, -0.000488431, -0.0471875, -0.0381411, 0.999017, -0.00579008, 0.0217256]"
"[0.00470145, -0.00106011, -0.0471891, -0.0380473, 0.999017, -0.00623171, 0.0217484]"
"[0.00469867, -0.00187781, -0.0471918, -0.0378861, 0.99902, -0.00658315, 0.0217887]"
"[0.00470189, -0.0031937, -0.047178, -0.0376139, 0.999028, -0.00660439, 0.0218925]"
"[0.00474693, -0.00441081, -0.0470163, -0.0373552, 0.999035, -0.00620665, 0.0221365]"
"[0.00481257, -0.00530042, -0.0467388, -0.037181, 0.99904, -0.0053859, 0.0224409]"
"[0.00486472, -0.0060842, -0.046414, -0.0370626, 0.999043, -0.00438421, 0.0227138]"
"[0.00493443, -0.00658898, -0.0460597, -0.0369871, 0.999042, -0.00357291, 0.0230065]"
"[0.00499752, -0.00693068, -0.0457147, -0.0369325, 0.99904, -0.00296199, 0.0232589]"
"[0.00506198, -0.00712127, -0.0452202, -0.0369252, 0.999036, -0.0025817, 0.0235184]"
"[0.005134, -0.00726963, -0.0447565, -0.0369284, 0.99903, -0.00241097, 0.023777]"
"[0.00519802, -0.00731237, -0.0445153, -0.0369256, 0.999026, -0.0023159, 0.0239598]"
"[0.00525332, -0.00733203, -0.0443536, -0.0369239, 0.999022, -0.00228007, 0.024113]"
"[0.00528931, -0.0073396, -0.044251, -0.0369268, 0.99902, -0.00226031, 0.0242099]"
"[0.00530728, -0.00734625, -0.0442094, -0.0369334, 0.999018, -0.00226389, 0.0242547]"
"[0.00531142, -0.0073454, -0.0442032, -0.0369465, 0.999018, -0.0022769, 0.0242636]"
"[0.00530461, -0.00732959, -0.0442041, -0.0370179, 0.999015, -0.00235783, 0.024248]"
"[0.0052826, -0.00719273, -0.0442146, -0.0370924, 0.999014, -0.00228683, 0.0241885]"
"[0.00526104, -0.0070065, -0.0442253, -0.0371808, 0.999012, -0.00220046, 0.0241326]"
"[0.00521738, -0.00672393, -0.0442481, -0.0373064, 0.999011, -0.00205302, 0.0240205]"
"[0.00515099, -0.0063209, -0.0442929, -0.0374926, 0.999007, -0.00186842, 0.0238875]"
"[0.00505256, -0.0057965, -0.0443722, -0.0376746, 0.999005, -0.00154754, 0.0237361]"
"[0.00491672, -0.00514507, -0.0445012, -0.0379389, 0.998999, -0.00123199, 0.0235479]"
"[0.00469899, -0.00442157, -0.0448039, -0.0382454, 0.998997, -0.000918, 0.0231829]"
"[0.00454368, -0.00363124, -0.0450593, -0.0384806, 0.998995, -0.0004151, 0.0228838]"
"[0.00428378, -0.00318172, -0.0452959, -0.0386024, 0.998997, -6.75267e-05, 0.0225654]"
"[0.00389146, -0.00301438, -0.0456112, -0.0386602, 0.999005, 7.49515e-05, 0.0221394]"
"[0.00357074, -0.00290785, -0.0458616, -0.0386964, 0.999011, 0.00024681, 0.0218036]"
"[0.00334488, -0.00270211, -0.0460516, -0.0387479, 0.999014, 0.00052635, 0.021542]"
"[0.00319627, -0.00234574, -0.0463194, -0.0388337, 0.999017, 0.000921126, 0.0212502]"
"[0.00306086, -0.00188343, -0.046698, -0.0389758, 0.999019, 0.00133512, 0.0208715]"
"[0.00285321, -0.00140413, -0.0472958, -0.0391757, 0.999023, 0.0016692, 0.0202904]"
"[0.00260633, -0.0010102, -0.0481846, -0.0394409, 0.999028, 0.00191525, 0.0194695]"
"[0.00257106, -0.000642148, -0.0490316, -0.0397471, 0.999029, 0.00211318, 0.0187703]"
"[0.00266338, -0.000251102, -0.0498127, -0.0401446, 0.999024, 0.00225065, 0.0181751]"
"[0.0027218, 0.000133724, -0.0501662, -0.0409242, 0.998995, 0.00241439, 0.0179785]"
"[0.002708, 0.000453348, -0.0503038, -0.0429292, 0.998908, 0.00277948, 0.0181174]"
"[0.00267233, 0.000731638, -0.0505219, -0.0451917, 0.998805, 0.00302496, 0.0182318]"
"[0.00261598, 0.000973842, -0.050896, -0.0474278, 0.9987, 0.00339928, 0.0182337]"
"[0.00263834, 0.00121861, -0.0513963, -0.0495443, 0.998596, 0.00394357, 0.018167]"
"[0.00267114, 0.00146704, -0.0518308, -0.0514184, 0.998501, 0.00429432, 0.0181212]"
"[0.00278575, 0.00169541, -0.0524025, -0.0535737, 0.998387, 0.00470183, 0.0180623]"
"[0.00315911, 0.00187406, -0.053511, -0.0551793, 0.998307, 0.00503173, 0.0175768]"
"[0.00351803, 0.00199455, -0.0548246, -0.056227, 0.998262, 0.00490154, 0.0168047]"
"[0.00368495, 0.00210759, -0.0554162, -0.0570175, 0.998223, 0.0048004, 0.0165118]"
"[0.00370639, 0.00217698, -0.0556409, -0.0575452, 0.998194, 0.00485016, 0.0164265]"
"[0.00370618, 0.00225233, -0.0558872, -0.0581035, 0.998163, 0.00478611, 0.0163168]"
"[0.0037019, 0.00229405, -0.0561839, -0.058629, 0.998134, 0.00495074, 0.0161786]"
"[0.00368241, 0.00220688, -0.0566718, -0.0589422, 0.998119, 0.00527212, 0.0158622]"
"[0.00354972, 0.00211044, -0.0573216, -0.0593049, 0.998104, 0.00542585, 0.01537]"
"[0.00346359, 0.00194362, -0.0576111, -0.059982, 0.998065, 0.00548872, 0.0152591]"
"[0.00341707, 0.00169677, -0.0577921, -0.061001, 0.998003, 0.00537318, 0.0153278]"
"[0.00336204, 0.00143065, -0.0580244, -0.0627411, 0.997892, 0.0053751, 0.0155162]"
"[0.00329892, 0.00107654, -0.058295, -0.0649001, 0.997751, 0.00523689, 0.0157813]"
"[0.00324559, 0.000961326, -0.0585257, -0.0666587, 0.997633, 0.0049324, 0.0159659]"
"[0.00323904, 0.000903639, -0.0585834, -0.0678041, 0.997553, 0.0049176, 0.0161842]"
"[0.00324692, 0.000912911, -0.0585863, -0.0682259, 0.997523, 0.00480931, 0.0162716]"
"[0.00324941, 0.000914266, -0.0585856, -0.0682913, 0.997519, 0.00478718, 0.0162872]"
"[0.00325252, 0.000904996, -0.0585825, -0.0682996, 0.997518, 0.00479752, 0.016295]"
"[0.00325733, 0.000898627, -0.0585804, -0.0683035, 0.997517, 0.00482138, 0.016303]"
"[0.00326236, 0.000898056, -0.058578, -0.0683053, 0.997517, 0.00488582, 0.0163113]"
"[0.00330424, 0.000896292, -0.0585437, -0.0683026, 0.997515, 0.00504858, 0.0163664]"
"[0.00343879, 0.00089186, -0.0584045, -0.0682952, 0.997512, 0.00519443, 0.0165442]"
"[0.00354462, 0.000880994, -0.0581051, -0.0682775, 0.997508, 0.00524534, 0.0168246]"
"[0.00367012, 0.000871121, -0.0577304, -0.0682631, 0.997504, 0.00527442, 0.0171512]"
"[0.00384103, 0.000879022, -0.0570695, -0.0682766, 0.997494, 0.00533801, 0.0176005]"
"[0.00394809, 0.000946882, -0.0561354, -0.0683841, 0.997481, 0.00546615, 0.0179221]"
"[0.0039175, 0.00106208, -0.0549306, -0.0685752, 0.997463, 0.00564953, 0.0181054]"
"[0.00382571, 0.00113928, -0.0540317, -0.0687009, 0.997451, 0.00577762, 0.0182561]"
"[0.00371954, 0.00117819, -0.0538596, -0.0687491, 0.997449, 0.00584698, 0.0181772]"
"[0.00357471, 0.00121214, -0.0539538, -0.0687722, 0.99745, 0.00601188, 0.0179932]"
"[0.00341417, 0.00126989, -0.0540541, -0.0689659, 0.99744, 0.00616098, 0.0177507]"
"[0.003306, 0.00142249, -0.0541004, -0.0699254, 0.997375, 0.00605144, 0.0176586]"
"[0.00328158, 0.00174807, -0.0540981, -0.0724252, 0.997191, 0.005986, 0.0180246]"
"[0.00327524, 0.0019587, -0.0540879, -0.0760115, 0.996913, 0.00581657, 0.0186832]"
"[0.00321235, 0.00184657, -0.0541031, -0.0794303, 0.996636, 0.00560378, 0.0192458]"
"[0.00314834, 0.00173868, -0.0541095, -0.0831912, 0.996318, 0.00540528, 0.0199036]"
"[0.00308534, 0.00163568, -0.0541152, -0.0873239, 0.995949, 0.00517499, 0.0206901]"
"[0.00301269, 0.00160509, -0.0541187, -0.0904871, 0.995657, 0.00496071, 0.0212257]"
"[0.00295428, 0.00165355, -0.0541174, -0.0933187, 0.995385, 0.00489093, 0.0217333]"
"[0.00285309, 0.00169482, -0.0541323, -0.0957165, 0.995151, 0.00489833, 0.0220218]"
"[0.00282699, 0.00182999, -0.0540956, -0.0973912, 0.994986, 0.00479787, 0.0221472]"
"[0.00282758, 0.00198834, -0.0540409, -0.0982554, 0.994903, 0.0047367, 0.0220797]"
"[0.00280596, 0.00214783, -0.0539926, -0.0988049, 0.994855, 0.00462768, 0.0217922]"
"[0.00282946, 0.00238279, -0.0539681, -0.0993075, 0.99481, 0.0046226, 0.0215408]"
"[0.00286408, 0.00270323, -0.0539726, -0.0997118, 0.994776, 0.00476363, 0.0212424]"
"[0.00285107, 0.00296377, -0.0540966, -0.0999978, 0.994755, 0.00496131, 0.0208392]"
"[0.00279042, 0.00316166, -0.0546044, -0.10022, 0.994744, 0.00512639, 0.0202227]"
"[0.00274639, 0.00344563, -0.0555229, -0.100461, 0.994734, 0.0053493, 0.0194408]"
"[0.00308276, 0.00380046, -0.0569535, -0.100783, 0.994718, 0.00580888, 0.0184448]"
"[0.00391249, 0.00405345, -0.058822, -0.101168, 0.994697, 0.00619743, 0.0173057]"
"[0.00490517, 0.0043416, -0.060594, -0.101637, 0.994665, 0.00658588, 0.0162079]"
"[0.00616639, 0.0047756, -0.062327, -0.102367, 0.994607, 0.00704, 0.014961]"
"[0.00710161, 0.00518612, -0.0635831, -0.103192, 0.994536, 0.0074649, 0.0137171]"
"[0.00774533, 0.00554004, -0.0647372, -0.104317, 0.994433, 0.00779253, 0.0124723]"
"[0.00800475, 0.00591228, -0.0653936, -0.105641, 0.994305, 0.00818642, 0.0111976]"
"[0.00805303, 0.00626037, -0.0661434, -0.107156, 0.99415, 0.00870474, 0.0101408]"
"[0.0077901, 0.00650453, -0.0673932, -0.1084, 0.994021, 0.00932767, 0.00892396]"
"[0.00716494, 0.0067242, -0.0687041, -0.109433, 0.993916, 0.00968362, 0.00755767]"
"[0.00642954, 0.0067844, -0.0696627, -0.110056, 0.993855, 0.00997349, 0.00595091]"
"[0.00569027, 0.00670167, -0.0706803, -0.110489, 0.993812, 0.0102866, 0.00437629]"
"[0.00484556, 0.00650924, -0.0716567, -0.110934, 0.993764, 0.0106608, 0.00283656]"
"[0.00404746, 0.00632069, -0.0726916, -0.111449, 0.993705, 0.0110413, 0.00165478]"
"[0.00329157, 0.00625803, -0.0739998, -0.112783, 0.993551, 0.0114645, 0.000833143]"
"[0.00259702, 0.00610454, -0.0752179, -0.114215, 0.993383, 0.0118236, 0.000192577]"
"[0.0019063, 0.00568252, -0.0763624, -0.115337, 0.993252, 0.0119832, -0.000472433]"
"[0.00143874, 0.00529608, -0.0771725, -0.116354, 0.993127, 0.0124222, -0.000784951]"
"[0.00121388, 0.00528906, -0.0777927, -0.117523, 0.992987, 0.012657, -0.000877501]"
"[0.00101976, 0.00525884, -0.0783448, -0.118221, 0.9929, 0.0129633, -0.00106096]"
"[0.000932647, 0.005228, -0.0787239, -0.118819, 0.992825, 0.0132187, -0.00102535]"
"[0.000848288, 0.00508738, -0.0793145, -0.11931, 0.992763, 0.0134413, -0.00100118]"
"[0.000947466, 0.00501774, -0.0801569, -0.119669, 0.992717, 0.0136187, -0.000991668]"
"[0.00134865, 0.00501126, -0.0811682, -0.120174, 0.992652, 0.0139734, -0.000955698]"
"[0.00182365, 0.00500524, -0.0819704, -0.120568, 0.992597, 0.0144571, -0.00104584]"
"[0.0022291, 0.00493513, -0.0825295, -0.120681, 0.992578, 0.0147911, -0.00117488]"
"[0.00253675, 0.00483626, -0.0831736, -0.120688, 0.992573, 0.0150431, -0.00135655]"
"[0.00282523, 0.00471949, -0.0840298, -0.120615, 0.992578, 0.0152977, -0.0015749]"
"[0.00314492, 0.00450404, -0.0852966, -0.120624, 0.992574, 0.0154243, -0.00219591]"
"[0.0031454, 0.004348, -0.0862374, -0.120679, 0.992565, 0.0154629, -0.00279806]"
"[0.00290716, 0.00418456, -0.0869141, -0.12075, 0.992556, 0.0153787, -0.00333582]"
"[0.00268575, 0.00404096, -0.0874505, -0.12082, 0.992545, 0.0154016, -0.00377223]"
"[0.00245181, 0.00388573, -0.0881103, -0.120899, 0.992534, 0.0153577, -0.00428861]"
"[0.00228874, 0.00381061, -0.0891263, -0.121017, 0.992518, 0.0152786, -0.00499949]"
"[0.00223782, 0.00377717, -0.0901271, -0.121115, 0.992502, 0.0153017, -0.00563294]"
"[0.00210768, 0.00369555, -0.0908619, -0.121237, 0.992484, 0.0153013, -0.00611188]"
"[0.00210149, 0.0035865, -0.0912542, -0.121649, 0.992435, 0.0152487, -0.00609899]"
"[0.00197074, 0.00344508, -0.091969, -0.123093, 0.992258, 0.0152798, -0.00583562]"
"[0.00186303, 0.0032858, -0.0928687, -0.12504, 0.992014, 0.0155358, -0.00521755]"
"[0.00181082, 0.0031802, -0.0937595, -0.12645, 0.991836, 0.0155866, -0.00496765]"
"[0.00189249, 0.00310764, -0.0947244, -0.127596, 0.991692, 0.0154731, -0.00470415]"
"[0.00193995, 0.00311556, -0.0955086, -0.128292, 0.991607, 0.0152484, -0.00441836]"
"[0.00197546, 0.00306892, -0.0957898, -0.128391, 0.991598, 0.0150654, -0.00424106]"
"[0.0020094, 0.00303511, -0.0960468, -0.128318, 0.99161, 0.0149119, -0.00414414]"
